document,req_text
TRICK_SRS,Trick shall execute periodic scheduled jobs during simulation run mode at the end of a settable software_frame (end_of_frame).
TRICK_SRS,Trick shall assign the initial call time for a periodic job to the current simulation time + job offset.
TRICK_SRS,Trick shall reschedule subsequent job call times for a periodic job to the current simulation time + job cycle.
TRICK_SRS,Trick shall execute discrete job execution scheduling on simulation startup (default_data).
TRICK_SRS,Trick shall execute discrete job execution scheduling during simulation initialization (initialization).
TRICK_SRS,Trick shall execute of discrete job execution scheduling upon entering simulation freeze (freeze_init).
TRICK_SRS,Trick shall execute of discrete job execution scheduling upon exiting simulation freeze (unfreeze).
TRICK_SRS,Trick shall execute discrete job execution scheduling during simulation termination (shutdown).
TRICK_SRS,Trick shall provide a method for inserting a job before each initialization and each scheduled job within a simulation.
TRICK_SRS,Trick shall provide a method for inserting a job before a single initialization or scheduled job within a simulation.
TRICK_SRS,Trick shall provide a method for inserting a job after each initialization and each scheduled job within a simulation.
TRICK_SRS,Trick shall provide a method for inserting a job after a single initialization or scheduled job within a simulation.
TRICK_SRS,Trick shall provide a method for removing instrumentation job(s).
TRICK_SRS,Trick shall support single threaded execution during all modes of operation.
TRICK_SRS,Trick shall support multiple threads of execution during run mode.
TRICK_SRS,Trick shall support child threads that synchronize execution with each time step of the parent thread (synchronous thread).
TRICK_SRS,Trick shall support child threads that does not synchronize execution with the parent thread. Thread jobs are restarted at next available time step from the master thread. (asynchronous thread)
TRICK_SRS,Trick shall support child threads that does synchronizes execution with the parent thread at a specified interval. This interval may be greater than a time step in the parent thread (asynchronous must finish (AMF) thread).
TRICK_SRS,Trick shall spawn enough threads to accomodate jobs listed within the S_define file.
TRICK_SRS,Trick shall provide inter-thread job dependencies. This ensures pre-requesite jobs are completed before current job execution.
TRICK_SRS,Trick shall terminate simulation execution if a child thread exits.
TRICK_SRS,"Trick shall assign signal handlers to attempt a graceful shutdown of the simulation when the following signals occur: SIGINT, SIGTERM, SIGBUS, SIGSEGV, SIGFPE."
TRICK_SRS,Trick shall assign signal handlers to handle the SIGCHLD signal.
TRICK_SRS,"Trick shall attempt to terminate the simulation gracefully when a SIGTERM, SIGBUS, or SIGSEGV signal is caught. Program corruption at this point may be too great to complete this requirement, hence ""attempt""."
TRICK_SRS,"Trick shall allow the user to assign the system default signal handlers for the signals SIGBUS, SIGSEGV, or SIGFPE signals."
TRICK_SRS,Trick shall provide a framework to use a real-time clock source.
TRICK_SRS,The framework shall provide a base real-time clock class that provides an interface to initialize the clock.
TRICK_SRS,The framework shall provide a base real-time clock class that provides an interface to return the current time.
TRICK_SRS,The framework shall provide a base real-time clock class that provides an interface to reset the clock.
TRICK_SRS,The framework shall provide a base real-time clock class that provides an interface to wait/spin on the clock to reach a requested time.
TRICK_SRS,The framework shall provide a base real-time clock class that provides an interface to stop the clock.
TRICK_SRS,Trick shall provide a real-time clock based on the system gettimeofday clock (GetTimeofDay Clock).
TRICK_SRS,Trick shall be capable of synchronizing simulation time to a real-time clock.
TRICK_SRS,Trick shall be capable of running non-real-time.
TRICK_SRS,Trick shall provide the capability to switch between real-time and non-real-time execution.
TRICK_SRS,Trick shall detect when the current simulation job execution frame takes longer than the real-time frame (overrun).
TRICK_SRS,Trick shall provide the option to respond to simulation overruns by continuing to next frame of execution.
TRICK_SRS,Trick shall provide the option to respond to simulation overruns by freezing.
TRICK_SRS,Trick shall provide the option to respond to simulation overruns by terminating.
TRICK_SRS,"The overrun criteria to cause a response shall be either a single large overrun of a user specified size (in seconds), or a user specified number of overruns is detected."
TRICK_SRS,Trick shall detect when the current simulation job execution frame is equal to or shorter than the real-time frame (underrun).
TRICK_SRS,Trick shall wait for real-time to catch up to the simulation time before starting the next frame of execution during an underrun.
TRICK_SRS,Trick shall provide the option to release the processor (sleep) during an underrun.
TRICK_SRS,"Trick shall store an ordered queue of jobs of the same scheduling class. The order shall be based on job class, phase number, sim_object order, and finally order of jobs within the simulation object."
TRICK_SRS,Trick shall provide a method to add simulation objects to the queue.
TRICK_SRS,Trick shall provide a method to add simulation objects to the queue that ignores the sim_object and job order.
TRICK_SRS,Trick shall provide a method to clear the job queue.
TRICK_SRS,Trick shall provide a method to get the next job on the list.
TRICK_SRS,Trick shall provide a method to search for the next job on the list whose next job call time matches the current simulation time.
TRICK_SRS,Trick shall provide a method to reset the search index to the top of the list.
TRICK_SRS,Trick shall track the lowest next job call time greater than the current call time.
TRICK_SRS,Trick shall provide a method to retrieve the next job call time.
TRICK_SRS,Trick shall provide a method to insert a job before each job in the queue.
TRICK_SRS,Trick shall provide a method to insert a job before a single job in the queue.
TRICK_SRS,Trick shall provide a method to insert a job after each job in the queue.
TRICK_SRS,Trick shall provide a method to insert a job after a single job in the queue.
TRICK_SRS,Trick shall provide a framework to use a sleep timer.
TRICK_SRS,The framework shall provide a base timer class that provides an interface to initialize the timer.
TRICK_SRS,The framework shall provide a base timer class that provides an interface to start the timer.
TRICK_SRS,The framework shall provide a base timer class that provides an interface to reset the timer.
TRICK_SRS,The framework shall provide a base timer class that provides an interface to wait on the timer to expire.
TRICK_SRS,The framework shall provide a base timer class that provides an interface to stop the timer.
TRICK_SRS,The framework shall provide a base timer class that provides an interface to shutdown the timer.
TRICK_SRS,Trick shall provide a sleep timer based on the system itimer (ITimer timer).
